emp_no,first_name,last_name,gender,dept_no,dept_name,salary,to_date
56090,Teunis,Serot,M,d004,Production,45287,9999-01-01
56026,Martine,Farris,M,d005,Development,48601,9999-01-01
56034,Hinrich,Jayawardene,F,d005,Development,47256,9999-01-01
56106,Saeko,Chiola,M,d007,Sales,57895,9999-01-01
56110,Jouni,Reeken,F,d005,Development,40000,9999-01-01
56035,Avishai,Kaiser,M,d001,Marketing,81561,9999-01-01
56125,Heon,Thombley,M,d005,Development,97722,9999-01-01
56038,Herbert,Murthy,M,d009,Customer Service,60002,9999-01-01
56049,Felicidad,Waymire,F,d009,Customer Service,76782,9999-01-01
56136,Ramya,Buchter,F,d007,Sales,108990,9999-01-01
56142,Shuho,Rothe,F,d009,Customer Service,40000,9999-01-01
56143,Sakthirel,Bondorf,M,d007,Sales,69862,9999-01-01
56050,Jaroslava,Uhrik,M,d007,Sales,50408,9999-01-01
56157,Sajjad,Cannane,F,d008,Research,40000,9999-01-01
56058,Christoper,Schapire,F,d007,Sales,54817,9999-01-01
56159,Zengping,Shumilov,F,d005,Development,52527,9999-01-01
56163,Huiqun,Thisen,F,d004,Production,52746,9999-01-01
56262,Dharmaraja,Androutsos,M,d008,Research,52809,9999-01-01
56169,Jeanne,Zlotek,F,d004,Production,50798,9999-01-01
56177,Yucel,Colorni,M,d005,Development,59360,9999-01-01
56272,Tremaine,Furudate,M,d009,Customer Service,40000,9999-01-01
56187,Youpyo,Lienhardt,M,d008,Research,40000,9999-01-01
56195,Pascal,Hashii,M,d005,Development,42669,9999-01-01
56281,Sanjoy,Brizzi,M,d003,Human Resources,40000,9999-01-01
56217,Gao,Zizka,M,d002,Finance,59376,9999-01-01
56298,Gro,Peir,F,d005,Development,64827,9999-01-01
56219,Tonny,Michaeli,M,d004,Production,40000,9999-01-01
56227,Shen,Makrucki,F,d007,Sales,52748,9999-01-01
56229,Pascal,Marakhovsky,M,d004,Production,51497,9999-01-01
56235,Subir,Vanwelkenhuysen,F,d005,Development,40000,9999-01-01
56300,Serge,Zobel,M,d005,Development,47009,9999-01-01
56239,Sariel,Zultner,F,d004,Production,40000,9999-01-01
56306,Mack,Lindqvist,M,d005,Development,66646,9999-01-01
56312,Jaber,Baek,F,d005,Development,40000,9999-01-01
56314,Bowen,Morrey,F,d007,Sales,48899,9999-01-01
56325,Subir,Gniady,M,d009,Customer Service,40000,9999-01-01
56439,Sangeeta,Henders,F,d005,Development,40267,9999-01-01
56445,Chikara,Liesche,F,d005,Development,40000,9999-01-01
56448,Kayoko,Covnot,F,d005,Development,46867,9999-01-01
56455,Khaled,Juneja,M,d001,Marketing,66981,9999-01-01
56463,Maja,Staudhammer,F,d005,Development,40000,9999-01-01
56326,Mantis,Juneja,M,d004,Production,62808,9999-01-01
56468,Zsolt,Haldar,F,d005,Development,49922,9999-01-01
56476,Danae,Chiola,F,d005,Development,40000,9999-01-01
56327,Holgard,Karunanithi,M,d004,Production,46570,9999-01-01
56488,Tze,Cherinka,M,d007,Sales,64424,9999-01-01
56329,Zhenhua,Naumovich,F,d005,Development,51821,9999-01-01
56336,Fai,Sgarro,M,d002,Finance,60343,9999-01-01
56502,Dipayan,Ulupinar,F,d005,Development,40000,9999-01-01
56350,Boguslaw,Ariola,M,d009,Customer Service,94476,9999-01-01
56510,Radhakrishnan,Brattka,M,d006,Quality Management,40000,9999-01-01
56519,Magdalena,Taubenfeld,F,d005,Development,52142,9999-01-01
56528,Uinam,Heijenga,M,d004,Production,62383,9999-01-01
56531,Quingbo,Renear,M,d004,Production,43954,9999-01-01
56543,Chrisa,Hanabata,F,d005,Development,44424,9999-01-01
56551,Rimon,Gini,M,d009,Customer Service,64873,9999-01-01
56558,Satyanarayana,Ghazalie,F,d003,Human Resources,40000,9999-01-01
56562,Fuqing,Hennings,M,d002,Finance,63907,9999-01-01
56565,Odinaldo,Hiltgen,M,d004,Production,51502,9999-01-01
56575,Berry,Simkin,F,d004,Production,57045,9999-01-01
56581,Zhenbing,Cappello,F,d007,Sales,84306,9999-01-01
56588,Denny,Karcich,M,d008,Research,40000,9999-01-01
56589,Martial,Goldhammer,F,d007,Sales,84552,9999-01-01
56364,Zdislav,Bakhtari,F,d002,Finance,67809,9999-01-01
56601,Feixiong,Mattern,F,d006,Quality Management,40000,9999-01-01
56608,Denny,Trachtenberg,M,d007,Sales,57092,9999-01-01
56611,Lalit,Zhang,F,d005,Development,48472,9999-01-01
56368,Doowon,Angel,M,d006,Quality Management,57178,9999-01-01
56380,Shuzo,Atchley,M,d005,Development,52819,9999-01-01
56382,Valery,Bardell,F,d007,Sales,83122,9999-01-01
56389,Ronghao,Ghandeharizadeh,M,d005,Development,40000,9999-01-01
56628,Mark,Esposito,F,d004,Production,43484,9999-01-01
56400,Froduald,Munke,M,d005,Development,46357,9999-01-01
56638,Ortrud,Bach,F,d004,Production,43362,9999-01-01
56643,Jayson,Ghazalie,M,d003,Human Resources,44199,9999-01-01
56406,Sachem,Schusler,F,d007,Sales,54333,9999-01-01
56659,Takahiro,Lanteri,M,d004,Production,40000,9999-01-01
56430,Tesuya,Klassen,F,d007,Sales,55753,9999-01-01
56663,Eben,Takanami,F,d004,Production,40000,9999-01-01
56678,Murthy,McAffer,M,d007,Sales,68816,9999-01-01
56684,Qiwen,Yoshizawa,F,d006,Quality Management,40000,9999-01-01
56808,Yuriy,Anick,M,d003,Human Resources,40000,9999-01-01
56692,Theirry,Serre,M,d004,Production,40000,9999-01-01
56693,Vesna,Halloran,M,d007,Sales,75602,9999-01-01
56694,Aram,Godskesen,M,d005,Development,59613,9999-01-01
56701,KayLiang,Kobuchi,M,d007,Sales,55597,9999-01-01
56702,Jinpo,Plessier,F,d006,Quality Management,42763,9999-01-01
56706,Zita,Rodier,M,d001,Marketing,40000,9999-01-01
56809,Dinkar,Ranon,F,d005,Development,40000,9999-01-01
56715,Rasiah,Gurbaxani,M,d005,Development,74491,9999-01-01
56818,Venkatesan,Imataki,M,d004,Production,40000,9999-01-01
56726,Chuanti,Schmiedel,F,d007,Sales,87032,9999-01-01
56732,Uma,Sudkamp,M,d008,Research,40000,9999-01-01
56733,Qiwen,Siepmann,M,d003,Human Resources,45258,9999-01-01
56826,Marsha,Ghandeharizadeh,M,d004,Production,57053,9999-01-01
56740,Sashi,Vuskovic,F,d005,Development,40771,9999-01-01
56744,Yongqiao,Schwaller,M,d004,Production,48670,9999-01-01
56745,Shai,Pulkowski,M,d004,Production,40000,9999-01-01
56831,Zvonko,Baaz,M,d005,Development,55845,9999-01-01
56844,Kiyotoshi,Malabarba,M,d004,Production,40000,9999-01-01
56759,Fen,Gyimothy,M,d003,Human Resources,40000,9999-01-01
56763,Mahendra,Cangellaris,F,d007,Sales,78593,9999-01-01
56767,Mark,Trelles,M,d001,Marketing,44464,9999-01-01
56862,Ymte,Thimonier,F,d007,Sales,59713,9999-01-01
56873,Jaber,Delgrande,M,d009,Customer Service,47104,9999-01-01
56879,Arne,Junet,M,d008,Research,40000,9999-01-01
56883,Honglan,Busillo,M,d008,Research,59504,9999-01-01
56790,Mayuko,Walston,F,d004,Production,51342,9999-01-01
56887,Fabrizio,Itschner,M,d007,Sales,53241,9999-01-01
56804,Arra,Heinisuo,M,d005,Development,71519,9999-01-01
56893,Jixiang,Bhattacharjee,F,d004,Production,46303,9999-01-01
56899,Shiv,Steinauer,M,d008,Research,40000,9999-01-01
56905,Insup,Genin,M,d007,Sales,71558,9999-01-01
57000,Toshiko,Lortz,M,d007,Sales,99120,9999-01-01
56923,Djelloul,Zuberek,F,d009,Customer Service,47336,9999-01-01
57004,Guther,Peris,F,d004,Production,61693,9999-01-01
57006,Dung,Middleton,M,d004,Production,41975,9999-01-01
57022,Michaela,Keustermans,M,d005,Development,40000,9999-01-01
56925,Sverrir,Kilgore,F,d007,Sales,74312,9999-01-01
57026,Tuval,Gyimothy,F,d005,Development,40000,9999-01-01
56936,Bernice,Wendorf,F,d005,Development,40000,9999-01-01
57040,Arup,Lagarias,M,d007,Sales,79308,9999-01-01
57043,Jaber,Falco,F,d005,Development,40000,9999-01-01
57048,Sanjay,Suomi,F,d009,Customer Service,40000,9999-01-01
56938,Thodoros,Flowers,F,d001,Marketing,42399,9999-01-01
56950,Saeed,Edelhoff,M,d007,Sales,78446,9999-01-01
57064,Arco,Serov,M,d005,Development,40000,9999-01-01
57068,Mari,Rabehasaina,F,d004,Production,40000,9999-01-01
57071,Wilmer,Stenning,M,d004,Production,40000,9999-01-01
56952,Itzchak,Leppanen,M,d005,Development,60584,9999-01-01
57075,Alexius,Duclos,M,d009,Customer Service,40000,9999-01-01
57078,Itzchak,Polupanov,M,d004,Production,40000,9999-01-01
57079,Shay,Rassart,M,d005,Development,70130,9999-01-01
56954,Reuven,Peir,M,d009,Customer Service,40000,9999-01-01
56961,Guoxiang,Peyn,M,d009,Customer Service,91125,9999-01-01
56984,Guiseppe,Erni,M,d004,Production,40000,9999-01-01
57110,Gou,Stellhorn,M,d007,Sales,75574,9999-01-01
57111,Armond,Suermann,F,d005,Development,40000,9999-01-01
57115,Nirmal,Zobel,M,d005,Development,60760,9999-01-01
57118,Xinan,Champarnaud,F,d005,Development,48977,9999-01-01
57119,Aleksandar,Bondorf,M,d003,Human Resources,52304,9999-01-01
57123,Fatemeh,Zedlitz,M,d005,Development,42556,9999-01-01
56985,Pranav,Bolotov,F,d001,Marketing,44838,9999-01-01
57176,Pranav,Stenning,F,d004,Production,40000,9999-01-01
57153,Rosine,Azumi,F,d002,Finance,80425,9999-01-01
57178,Oldrich,Rousseau,M,d007,Sales,84334,9999-01-01
57169,Kiam,Schiper,M,d003,Human Resources,49276,9999-01-01
57188,Taiji,Juneja,F,d008,Research,40000,9999-01-01
57210,Odinaldo,Veccia,F,d001,Marketing,72275,9999-01-01
57211,Uta,Undy,M,d005,Development,40000,9999-01-01
57373,Mabry,Zhiwei,M,d007,Sales,67731,9999-01-01
57217,Freyja,Sommer,M,d005,Development,42425,9999-01-01
57377,Adel,Slobodova,F,d005,Development,40000,9999-01-01
57380,Bodh,Verhoeff,F,d005,Development,40000,9999-01-01
57384,Chirstian,Birch,M,d004,Production,58928,9999-01-01
57223,Danel,Copas,M,d005,Development,72443,9999-01-01
57397,Xiaocheng,Hmelo,M,d002,Finance,69434,9999-01-01
57426,Yannik,Lorch,F,d005,Development,40000,9999-01-01
57442,Arvin,Klassen,M,d005,Development,41450,9999-01-01
57450,Shridhar,Lagarias,M,d007,Sales,81930,9999-01-01
57234,Junsik,Veldwijk,M,d001,Marketing,72060,9999-01-01
57464,Weidon,Benveniste,M,d009,Customer Service,66008,9999-01-01
57472,Stepehn,Willoner,M,d004,Production,40000,9999-01-01
57475,Parviz,Takanami,M,d003,Human Resources,44777,9999-01-01
57476,Badri,Staudhammer,M,d007,Sales,79387,9999-01-01
57242,Tetsushi,Lowrie,F,d005,Development,53564,9999-01-01
57485,Georgy,Ligten,M,d009,Customer Service,40000,9999-01-01
57487,Yefim,Majewski,M,d003,Human Resources,50024,9999-01-01
57246,Uinam,Bamford,F,d001,Marketing,45547,9999-01-01
57489,Jaihie,Benaini,M,d005,Development,63167,9999-01-01
57492,Parto,Miyakawa,M,d007,Sales,40000,9999-01-01
57261,Xinan,Usdin,F,d004,Production,55820,9999-01-01
57508,Muneo,Rousseau,M,d007,Sales,51043,9999-01-01
57511,Weidon,Crabtree,M,d001,Marketing,83435,9999-01-01
57513,Zorica,Merli,M,d005,Development,40000,9999-01-01
57262,Steve,Yavatkar,F,d007,Sales,69222,9999-01-01
57524,Masamitsu,Chartres,F,d009,Customer Service,40000,9999-01-01
57269,Tesuro,Berztiss,M,d003,Human Resources,46054,9999-01-01
57525,Herbert,Dechter,F,d007,Sales,63116,9999-01-01
57531,Tonia,Tomescu,F,d006,Quality Management,60218,9999-01-01
57532,Yannis,Cochrane,F,d009,Customer Service,40000,9999-01-01
57294,Sariel,Engelmann,M,d008,Research,61930,9999-01-01
57535,Dante,Petereit,M,d004,Production,40000,9999-01-01
57540,Shounak,Armand,M,d005,Development,40000,9999-01-01
57544,Gererd,Lammel,F,d005,Development,47378,9999-01-01
57561,Mototsugu,Munos,M,d002,Finance,52211,9999-01-01
57566,Masami,Barinka,F,d005,Development,40000,9999-01-01
57297,Tamiya,Benaini,M,d001,Marketing,74639,9999-01-01
57312,Muzhong,Preusig,M,d004,Production,51026,9999-01-01
57596,Shigehito,Schahn,F,d007,Sales,67634,9999-01-01
57603,Arunas,Frezza,F,d005,Development,61488,9999-01-01
57609,Greger,Casperson,M,d005,Development,40000,9999-01-01
57314,Ymte,Zyda,F,d004,Production,59072,9999-01-01
57612,Raimond,Rousseau,M,d002,Finance,96828,9999-01-01
57616,Akeno,Bergere,F,d008,Research,52975,9999-01-01
57331,Visit,Passino,M,d006,Quality Management,60828,9999-01-01
57620,Along,Kragelund,F,d006,Quality Management,40000,9999-01-01
57629,Gretta,Vendrig,F,d007,Sales,56198,9999-01-01
57335,Francoise,Casperson,M,d001,Marketing,40000,9999-01-01
57337,Vasiliy,Rabehasaina,M,d004,Production,62357,9999-01-01
57658,Maja,Bahk,M,d003,Human Resources,53071,9999-01-01
57338,Mostafa,Rouquie,M,d007,Sales,65175,9999-01-01
57664,Gladys,England,M,d005,Development,54591,9999-01-01
57342,Arnd,Krychniak,F,d004,Production,64880,9999-01-01
57670,Poornachandra,Perz,F,d005,Development,51269,9999-01-01
57672,Stevo,Peltason,M,d004,Production,46270,9999-01-01
57350,Aluzio,Georgakopoulos,M,d004,Production,40000,9999-01-01
57676,Alper,Noriega,M,d009,Customer Service,58073,9999-01-01
57680,Tse,Herath,M,d004,Production,68044,9999-01-01
57689,Shuzo,Rosch,M,d003,Human Resources,40000,9999-01-01
57355,Shahar,Condotta,F,d006,Quality Management,53670,9999-01-01
57740,Georgi,Osgood,M,d005,Development,67944,9999-01-01
57706,Kolar,Quaggetto,F,d001,Marketing,48784,9999-01-01
57715,Shaibal,Chinen,M,d003,Human Resources,40000,9999-01-01
57716,Kristinn,Schmiedel,F,d005,Development,48622,9999-01-01
57720,Subhankar,Hasham,M,d006,Quality Management,40000,9999-01-01
57749,Luisa,Conte,M,d008,Research,40000,9999-01-01
57751,Dulce,Maksimenko,M,d005,Development,42782,9999-01-01
57756,Kwok,Ghalwash,F,d003,Human Resources,40000,9999-01-01
57919,Eckart,Fiutem,F,d003,Human Resources,74442,9999-01-01
57768,Izaskun,Talmor,M,d007,Sales,48811,9999-01-01
57929,Gro,Debuse,F,d004,Production,55208,9999-01-01
57945,Tsvetan,Merlo,M,d005,Development,56883,9999-01-01
57769,Youpyo,Vickson,M,d009,Customer Service,40949,9999-01-01
57949,Oldrich,Pezzoli,M,d007,Sales,70731,9999-01-01
57780,Martial,Androutsos,F,d009,Customer Service,57530,9999-01-01
57959,Tooru,Cyre,F,d009,Customer Service,40000,9999-01-01
57968,Froduald,Perng,M,d005,Development,46898,9999-01-01
57795,Magy,Tetzlaff,M,d008,Research,40000,9999-01-01
57980,Shay,Matheson,M,d005,Development,47878,9999-01-01
57983,Ranga,Iisaku,F,d001,Marketing,40000,9999-01-01
57990,Haldun,Buescher,M,d004,Production,40000,9999-01-01
57815,JiYoung,Munawer,M,d002,Finance,84520,9999-01-01
57996,Zhonghua,Xiaoshan,M,d007,Sales,100072,9999-01-01
58007,Nitsan,Zlotek,M,d004,Production,54854,9999-01-01
58010,Gennady,Broder,M,d007,Sales,53515,9999-01-01
57821,Alejandra,Bolotov,M,d007,Sales,95710,9999-01-01
58024,Naftaly,Berztiss,M,d005,Development,40000,9999-01-01
58027,Yakkov,Luef,F,d005,Development,50572,9999-01-01
57834,Hideyuki,Demeyer,M,d005,Development,40000,9999-01-01
58035,Jenwei,Speckmann,M,d005,Development,57073,9999-01-01
58053,Zissis,Karunanithi,F,d007,Sales,72883,9999-01-01
57837,Aria,Murtafg,M,d005,Development,40000,9999-01-01
58059,Behnaam,Zwicker,M,d004,Production,41917,9999-01-01
57847,Moon,Kornatzky,M,d008,Research,58112,9999-01-01
58080,Hideyuki,Birta,F,d007,Sales,78715,9999-01-01
57850,Ayakannu,Kawashima,M,d001,Marketing,58668,9999-01-01
57865,Kazuhiro,Demian,F,d005,Development,40000,9999-01-01
58087,Narain,Szilard,F,d002,Finance,59678,9999-01-01
58094,Danil,Katiyar,M,d005,Development,40000,9999-01-01
58096,Rosine,Usdin,M,d007,Sales,108753,9999-01-01
58099,Yunming,Fortenbacher,F,d002,Finance,61351,9999-01-01
57869,Martine,Perl,F,d005,Development,51324,9999-01-01
57870,Yurii,Georgatos,F,d005,Development,40000,9999-01-01
57877,Brigham,Delgrande,M,d005,Development,74055,9999-01-01
57882,Marsal,Bressoud,M,d001,Marketing,62113,9999-01-01
58102,Aiichiro,Erni,M,d004,Production,40000,9999-01-01
57883,Uma,Danlos,M,d006,Quality Management,40000,9999-01-01
58115,Manu,Peir,M,d005,Development,44295,9999-01-01
57893,Khalid,Tasistro,M,d005,Development,40000,9999-01-01
58123,Zhaofang,Isard,F,d001,Marketing,75236,9999-01-01
58125,Xiaoshan,Cesareni,M,d005,Development,51416,9999-01-01
58129,Chuanyi,Schnabel,F,d007,Sales,44924,9999-01-01
58132,Zdislav,Kawashimo,M,d007,Sales,90688,9999-01-01
58136,Lidong,Tsunoo,M,d005,Development,40000,9999-01-01
58151,Masanao,Smeets,M,d005,Development,40470,9999-01-01
58161,Akhilish,Karner,M,d009,Customer Service,40000,9999-01-01
57898,Atilio,Pearson,M,d005,Development,45633,9999-01-01
57915,Aral,Kermarrec,F,d003,Human Resources,40000,9999-01-01
58177,Vidar,Basagni,F,d009,Customer Service,40000,9999-01-01
58182,Gennady,Kroft,F,d005,Development,41694,9999-01-01
58300,Frazer,Picco,M,d005,Development,40000,9999-01-01
58197,Sahrah,Suri,M,d004,Production,51526,9999-01-01
58199,Yechiam,Karnin,F,d007,Sales,52140,9999-01-01
58201,Willard,Bashian,F,d005,Development,68157,9999-01-01
58226,Ayonca,Gill,F,d007,Sales,95796,9999-01-01
58227,Armond,Bierbaum,M,d005,Development,40000,9999-01-01
58301,Gift,Lindqvist,F,d003,Human Resources,54563,9999-01-01
58231,Marjo,Pauthner,M,d007,Sales,92035,9999-01-01
58317,Eric,Kenevan,F,d005,Development,43595,9999-01-01
58238,Bartek,Farris,M,d002,Finance,75561,9999-01-01
58325,Kokou,Riexinger,M,d005,Development,41626,9999-01-01
58335,Chenye,Brodie,F,d008,Research,41779,9999-01-01
58280,Manohar,Peris,M,d005,Development,78088,9999-01-01
58346,Ibibia,Lambe,F,d001,Marketing,63599,9999-01-01
58352,Soenke,Hatcliff,M,d004,Production,40000,9999-01-01
58475,Angel,Chaudhury,F,d004,Production,40000,9999-01-01
58357,Djenana,Vecchi,M,d004,Production,46870,9999-01-01
58363,Jaideep,Caine,F,d008,Research,60654,9999-01-01
58499,Marjo,Pileggi,M,d005,Development,41821,9999-01-01
58366,Akeel,Schnabel,M,d006,Quality Management,66579,9999-01-01
58509,Anneli,Laurillard,M,d007,Sales,72792,9999-01-01
58377,Goo,Panienski,M,d009,Customer Service,43983,9999-01-01
58515,Radhia,Hertweck,M,d002,Finance,40000,9999-01-01
58516,Xianlong,Knightly,F,d007,Sales,70580,9999-01-01
58518,Along,Perfilyeva,F,d005,Development,65858,9999-01-01
58523,Prasadram,Bazelow,F,d004,Production,40000,9999-01-01
58524,Jaideep,Sidhu,F,d005,Development,40000,9999-01-01
58387,Shaz,Thebaut,M,d004,Production,46577,9999-01-01
58536,Tetsurou,Ullian,M,d004,Production,41982,9999-01-01
58541,Anneli,Pouyioutas,M,d001,Marketing,48986,9999-01-01
58388,Aemilian,Parveen,F,d006,Quality Management,40000,9999-01-01
58543,Gully,Beausoleil,F,d004,Production,41223,9999-01-01
58395,Hisao,Apsitis,F,d006,Quality Management,41743,9999-01-01
58396,Kenton,Billawala,M,d007,Sales,70975,9999-01-01
58567,Eric,Scallan,M,d007,Sales,84035,9999-01-01
58410,Samphel,Bennis,M,d008,Research,56996,9999-01-01
58570,Suebskul,Blokdijk,M,d002,Finance,65513,9999-01-01
58575,Pasqua,Pfau,F,d005,Development,40900,9999-01-01
58576,Xianlong,Fraisse,M,d004,Production,52093,9999-01-01
58580,Zhiguo,Lienhardt,M,d004,Production,40000,9999-01-01
58414,Shih,Schrift,F,d008,Research,44078,9999-01-01
58423,Wuxu,Badr,F,d008,Research,55807,9999-01-01
58590,Jayson,Roisin,F,d007,Sales,60702,9999-01-01
58427,Guozhong,Frezza,F,d007,Sales,57577,9999-01-01
58593,Hatsukazu,Petersohn,M,d004,Production,40000,9999-01-01
58434,Aluzio,Melton,M,d005,Development,78661,9999-01-01
58608,Jenwei,Khalid,M,d001,Marketing,78442,9999-01-01
58609,Behnaam,Mawatari,F,d003,Human Resources,40000,9999-01-01
58437,Maya,Rusterholz,M,d007,Sales,57159,9999-01-01
58620,Toshimori,Rosenbaum,M,d007,Sales,97587,9999-01-01
58446,Xiaoqiang,Reghbati,M,d001,Marketing,77912,9999-01-01
58635,Giordano,Rabejac,F,d004,Production,40000,9999-01-01
58457,Yuping,Delaune,M,d004,Production,64272,9999-01-01
58636,Sandeepan,Chinal,M,d003,Human Resources,66319,9999-01-01
58637,Mohamadou,Peck,F,d004,Production,67584,9999-01-01
58640,Noritoshi,Karcich,M,d004,Production,47171,9999-01-01
58646,Froduald,Goodrum,F,d006,Quality Management,43341,9999-01-01
58458,Turgut,Koshiba,F,d007,Sales,47278,9999-01-01
58460,Mart,Wixon,F,d007,Sales,64850,9999-01-01
58462,Ronnie,Paciorek,F,d007,Sales,52453,9999-01-01
58657,Pasqua,Kaltofen,M,d004,Production,40000,9999-01-01
58468,Lucian,Limongiello,F,d001,Marketing,65988,9999-01-01
58665,Mabhin,Marquardt,M,d007,Sales,58861,9999-01-01
58860,Xudong,Lindenbaum,M,d006,Quality Management,40000,9999-01-01
58678,Vivian,Zwicker,M,d005,Development,56911,9999-01-01
58689,Zengping,Ushiama,F,d003,Human Resources,50527,9999-01-01
58691,Narain,England,F,d002,Finance,53830,9999-01-01
58694,Kasidit,Kragelund,M,d007,Sales,55884,9999-01-01
58696,Zsolt,Ruemmler,M,d001,Marketing,55110,9999-01-01
58727,Junichi,Rullman,F,d005,Development,54576,9999-01-01
58728,Boguslaw,Parfitt,M,d005,Development,40384,9999-01-01
58735,Krassimir,Mayerwieser,M,d005,Development,45997,9999-01-01
58864,Tonia,Plumb,M,d004,Production,40000,9999-01-01
58773,Geoffry,Yavatkar,M,d006,Quality Management,40000,9999-01-01
58879,Cathie,Ushiama,M,d004,Production,73255,9999-01-01
58787,Kristina,Erie,M,d005,Development,40000,9999-01-01
58788,Shmuel,Anger,M,d005,Development,41022,9999-01-01
58789,Hercules,Cochrane,F,d005,Development,54288,9999-01-01
58790,Peternela,Zockler,F,d007,Sales,58553,9999-01-01
58892,Masami,Cyne,M,d001,Marketing,62673,9999-01-01
58797,Xiaoheng,Breugel,M,d007,Sales,64060,9999-01-01
58807,Murthy,Koshino,M,d007,Sales,40000,9999-01-01
58934,Bouchung,Hardjono,F,d006,Quality Management,40000,9999-01-01
58825,JoAnna,Swist,F,d007,Sales,83888,9999-01-01
58826,Emdad,Peral,F,d004,Production,40000,9999-01-01
58830,Uzi,Cunliffe,F,d004,Production,40836,9999-01-01
58835,Van,Vigier,M,d004,Production,40000,9999-01-01
58836,Constantino,Rahimi,M,d006,Quality Management,45088,9999-01-01
58837,Bowen,Waleschkowski,F,d004,Production,40000,9999-01-01
58959,Younwoo,Gecseg,F,d007,Sales,78003,9999-01-01
59029,Krassimir,Cmelik,F,d002,Finance,48042,9999-01-01
59047,Jiong,Botman,F,d005,Development,55318,9999-01-01
58970,Yongmin,Waterhouse,M,d005,Development,45083,9999-01-01
59060,Pohua,Jakobus,F,d009,Customer Service,40000,9999-01-01
58973,Marke,Decleir,F,d005,Development,46298,9999-01-01
59078,Licheng,Larfeldt,M,d005,Development,52687,9999-01-01
59087,Shakhar,Erdmenger,F,d007,Sales,69570,9999-01-01
